OrderNumber,Sales Channel,WarehouseCode,OrderDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price
SO - 0004724,In-Store,WARE-NMK1003,1/12/2019,USD,9,43,133,44,4,0.15,1132.03,2572.8
SO - 0004725,Online,WARE-UHY1004,2/12/2019,USD,15,26,260,13,5,0.05,585.92,1065.3
SO - 0004726,Online,WARE-NMK1003,2/12/2019,USD,18,38,169,18,1,0.05,1884.44,2298.1
SO - 0004729,Online,WARE-NBV1002,2/12/2019,USD,15,30,87,44,4,0.4,472.48,1098.8
SO - 0004731,Online,WARE-XYS1001,2/12/2019,USD,19,47,2,3,7,0.05,1696.84,2532.6
SO - 0004733,In-Store,WARE-XYS1001,3/12/2019,USD,6,9,35,4,4,0.15,1382.88,1728.6
SO - 0004734,In-Store,WARE-NMK1003,3/12/2019,USD,10,23,122,42,8,0.05,486.42,1105.5
SO - 0004735,Wholesale,WARE-PUJ1005,3/12/2019,USD,25,29,296,23,8,0.08,485.01,850.9
SO - 0004737,Wholesale,WARE-MKL1006,3/12/2019,USD,28,25,355,14,4,0.4,1460.47,2318.2
SO - 0004738,Wholesale,WARE-UHY1004,3/12/2019,USD,28,30,212,21,3,0.08,644.88,837.5
SO - 0004740,Distributor,WARE-PUJ1005,3/12/2019,USD,21,1,298,5,7,0.3,3004.95,4006.6
SO - 0004742,In-Store,WARE-UHY1004,4/12/2019,USD,11,1,250,38,1,0.05,2525.63,3946.3
SO - 0004743,Online,WARE-XYS1001,4/12/2019,USD,13,3,41,46,5,0.4,472.75,984.9
SO - 0004746,In-Store,WARE-PUJ1005,4/12/2019,USD,12,30,305,8,2,0.1,3055.2,3819
SO - 0004750,In-Store,WARE-NMK1003,5/12/2019,USD,9,28,142,37,3,0.15,461.5,1125.6
SO - 0004752,In-Store,WARE-PUJ1005,5/12/2019,USD,9,50,297,38,8,0.05,749.06,1152.4
SO - 0004753,Wholesale,WARE-PUJ1005,5/12/2019,USD,26,15,270,16,7,0.05,3270.47,6170.7
SO - 0004754,In-Store,WARE-XYS1001,5/12/2019,USD,6,33,12,47,7,0.08,5106.81,6304.7
SO - 0004755,Distributor,WARE-XYS1001,5/12/2019,USD,23,26,33,31,1,0.08,711.81,857.6
SO - 0004760,Online,WARE-UHY1004,6/12/2019,USD,19,44,252,28,7,0.05,400.46,931.3
SO - 0004762,Distributor,WARE-NMK1003,6/12/2019,USD,22,14,182,7,7,0.1,2026.08,5065.2
SO - 0004763,Online,WARE-XYS1001,6/12/2019,USD,15,44,45,19,3,0.05,653.25,837.5
SO - 0004764,Wholesale,WARE-UHY1004,6/12/2019,USD,27,34,232,13,2,0.05,282.94,690.1
SO - 0004767,Distributor,WARE-PUJ1005,7/12/2019,USD,24,9,312,28,3,0.08,3247.36,3865.9
SO - 0004769,Distributor,WARE-UHY1004,7/12/2019,USD,20,7,238,19,8,0.08,3322.87,5112.1
SO - 0004772,Online,WARE-PUJ1005,8/12/2019,USD,19,41,318,21,6,0.08,2781.17,3973.1
SO - 0004776,Wholesale,WARE-PUJ1005,9/12/2019,USD,27,21,278,45,6,0.15,410.04,1025.1
SO - 0004777,Wholesale,WARE-XYS1001,9/12/2019,USD,27,3,35,7,8,0.05,934.25,2224.4
SO - 0004779,Online,WARE-UHY1004,9/12/2019,USD,19,19,214,14,6,0.15,2525.63,3946.3
SO - 0004780,In-Store,WARE-PUJ1005,9/12/2019,USD,9,7,327,34,7,0.05,428.26,911.2
SO - 0004782,Wholesale,WARE-PUJ1005,9/12/2019,USD,26,36,312,36,6,0.08,1195.95,2345
SO - 0004784,Online,WARE-NMK1003,10/12/2019,USD,13,26,165,20,5,0.15,1519.56,2532.6
SO - 0004788,In-Store,WARE-UHY1004,10/12/2019,USD,4,8,220,17,7,0.1,2048.39,2592.9
SO - 0004790,In-Store,WARE-XYS1001,11/12/2019,USD,4,29,5,25,1,0.4,607.82,1085.4
SO - 0004795,In-Store,WARE-PUJ1005,11/12/2019,USD,12,27,276,21,1,0.1,83.62,174.2
SO - 0004797,Online,WARE-NMK1003,11/12/2019,USD,19,49,91,13,8,0.08,98.49,201
SO - 0004799,In-Store,WARE-NBV1002,12/12/2019,USD,8,21,75,15,3,0.08,1234.34,1788.9
SO - 0004804,In-Store,WARE-UHY1004,12/12/2019,USD,4,17,237,46,2,0.05,3137.07,3825.7
SO - 0004967,In-Store,WARE-XYS1001,1/1/2020,USD,5,29,2,7,3,0.05,2230.56,3845.8
SO - 0004968,Wholesale,WARE-UHY1004,1/1/2020,USD,26,31,231,46,2,0.1,431.48,1078.7
SO - 0004969,In-Store,WARE-NMK1003,1/1/2020,USD,3,28,169,16,3,0.1,480.79,1045.2
SO - 0004970,In-Store,WARE-PUJ1005,1/1/2020,USD,4,3,290,44,1,0.05,123.28,268
SO - 0004971,In-Store,WARE-NMK1003,2/1/2020,USD,5,13,192,25,7,0.08,1153.47,1802.3
SO - 0004972,Distributor,WARE-UHY1004,2/1/2020,USD,21,24,221,18,2,0.1,830.33,1025.1
SO - 0004973,Online,WARE-NBV1002,2/1/2020,USD,13,26,80,36,1,0.1,1031.8,2579.5
SO - 0004974,Distributor,WARE-PUJ1005,2/1/2020,USD,24,36,271,2,7,0.05,2816.01,6257.8
SO - 0004975,Wholesale,WARE-NMK1003,2/1/2020,USD,27,47,94,19,5,0.08,4426.56,5333.2
SO - 0004976,Distributor,WARE-PUJ1005,2/1/2020,USD,20,44,328,22,8,0.15,1155.75,1675
SO - 0004977,Online,WARE-XYS1001,2/1/2020,USD,19,21,37,34,1,0.1,466.99,1139
SO - 0004978,Distributor,WARE-XYS1001,2/1/2020,USD,24,6,24,37,3,0.08,667.72,1011.7
SO - 0004979,In-Store,WARE-UHY1004,3/1/2020,USD,3,36,219,20,4,0.08,90.58,174.2
SO - 0004980,In-Store,WARE-XYS1001,3/1/2020,USD,8,36,57,38,3,0.2,710.2,1775.5
SO - 0004981,In-Store,WARE-PUJ1005,3/1/2020,USD,8,24,265,36,1,0.05,522,1065.3
SO - 0004982,In-Store,WARE-NMK1003,3/1/2020,USD,7,18,90,33,3,0.05,4041.71,6123.8
SO - 0004983,In-Store,WARE-NBV1002,3/1/2020,USD,12,47,67,41,6,0.08,1986.28,2452.2
SO - 0004984,Wholesale,WARE-NMK1003,3/1/2020,USD,28,19,103,5,5,0.1,2226.48,3906.1
SO - 0004985,Online,WARE-MKL1006,3/1/2020,USD,13,36,349,6,5,0.05,1622.67,2351.7
SO - 0004986,In-Store,WARE-MKL1006,3/1/2020,USD,3,12,358,3,3,0.05,793.28,991.6
SO - 0004987,In-Store,WARE-MKL1006,3/1/2020,USD,5,42,359,33,5,0.15,3240.12,5226
SO - 0004988,In-Store,WARE-NBV1002,4/1/2020,USD,3,25,67,4,1,0.1,3027.46,5936.2
SO - 0004989,In-Store,WARE-UHY1004,4/1/2020,USD,10,12,229,45,8,0.08,525.95,1051.9
SO - 0004990,Online,WARE-XYS1001,4/1/2020,USD,12,11,26,25,5,0.1,794.35,1018.4
SO - 0004991,Online,WARE-UHY1004,4/1/2020,USD,15,23,224,37,7,0.05,2948.2,3731.9
SO - 0004992,In-Store,WARE-PUJ1005,4/1/2020,USD,7,9,293,34,2,0.1,2588.28,3276.3
SO - 0004993,Online,WARE-NMK1003,5/1/2020,USD,17,41,179,31,7,0.4,718.58,1105.5
SO - 0004994,Distributor,WARE-UHY1004,5/1/2020,USD,24,40,218,43,4,0.05,4708.22,6539.2
SO - 0004995,In-Store,WARE-MKL1006,5/1/2020,USD,1,47,345,20,4,0.08,2778.83,3517.5
SO - 0004996,Distributor,WARE-NMK1003,5/1/2020,USD,21,18,132,31,2,0.08,1099,2338.3
SO - 0004997,In-Store,WARE-NMK1003,5/1/2020,USD,4,38,151,25,1,0.2,892.44,2231.1
SO - 0004998,In-Store,WARE-NMK1003,5/1/2020,USD,3,47,96,16,6,0.08,537.61,911.2
SO - 0004999,Online,WARE-PUJ1005,5/1/2020,USD,19,45,326,5,7,0.05,4520.09,6277.9
SO - 0005000,Distributor,WARE-MKL1006,5/1/2020,USD,23,21,333,46,3,0.2,996.16,2371.8
SO - 0005001,In-Store,WARE-PUJ1005,5/1/2020,USD,6,45,304,35,2,0.2,984.9,1969.8
SO - 0005002,In-Store,WARE-XYS1001,5/1/2020,USD,5,45,26,24,2,0.2,2818.36,5996.5
SO - 0005003,Distributor,WARE-NMK1003,5/1/2020,USD,25,11,192,26,8,0.1,2396.86,3865.9
SO - 0005004,In-Store,WARE-XYS1001,5/1/2020,USD,5,6,22,4,5,0.08,4557.27,5768.7
SO - 0005005,Online,WARE-NMK1003,6/1/2020,USD,15,50,166,15,5,0.15,1341.34,1916.2
SO - 0005006,In-Store,WARE-NBV1002,6/1/2020,USD,11,9,73,13,2,0.08,1392.93,1989.9
SO - 0005007,In-Store,WARE-NMK1003,6/1/2020,USD,1,46,139,45,1,0.1,2763.48,3370.1
SO - 0005008,Distributor,WARE-XYS1001,6/1/2020,USD,22,38,9,46,6,0.2,697.74,850.9
SO - 0005009,Wholesale,WARE-NBV1002,6/1/2020,USD,26,15,83,32,2,0.05,697.87,1125.6
SO - 0005010,Distributor,WARE-XYS1001,6/1/2020,USD,24,42,51,25,8,0.08,3509.66,6157.3
SO - 0005011,Wholesale,WARE-XYS1001,6/1/2020,USD,27,17,13,24,6,0.08,592.95,1005
SO - 0005012,In-Store,WARE-PUJ1005,6/1/2020,USD,2,24,317,28,5,0.08,1735.3,2479
SO - 0005013,Wholesale,WARE-NMK1003,6/1/2020,USD,28,20,189,8,5,0.08,1492.43,1989.9
SO - 0005014,In-Store,WARE-XYS1001,6/1/2020,USD,8,1,34,10,7,0.05,336.94,716.9
SO - 0005015,In-Store,WARE-MKL1006,7/1/2020,USD,2,35,351,9,4,0.1,894.85,1688.4
SO - 0005016,In-Store,WARE-XYS1001,7/1/2020,USD,2,50,6,31,8,0.3,1938.58,2619.7
SO - 0005017,In-Store,WARE-UHY1004,7/1/2020,USD,7,12,212,2,3,0.05,1400.17,1728.6
SO - 0005018,Distributor,WARE-UHY1004,7/1/2020,USD,21,32,223,32,1,0.08,1637.21,3993.2
SO - 0005019,In-Store,WARE-NMK1003,7/1/2020,USD,5,37,202,33,3,0.05,1199.3,2398.6
SO - 0005020,In-Store,WARE-XYS1001,7/1/2020,USD,8,21,19,24,6,0.05,548.33,884.4
SO - 0005021,In-Store,WARE-NMK1003,7/1/2020,USD,7,24,93,25,8,0.1,353.76,804
SO - 0005022,In-Store,WARE-NMK1003,7/1/2020,USD,4,24,175,14,6,0.15,475.83,897.8
SO - 0005023,In-Store,WARE-NMK1003,7/1/2020,USD,4,34,189,39,4,0.08,1891.01,3859.2
SO - 0005024,In-Store,WARE-UHY1004,7/1/2020,USD,6,24,257,18,7,0.1,675.49,951.4
SO - 0005025,In-Store,WARE-MKL1006,7/1/2020,USD,5,6,339,13,2,0.1,120.6,201
SO - 0005026,In-Store,WARE-PUJ1005,7/1/2020,USD,11,23,318,10,3,0.15,1950.24,2566.1
SO - 0005027,In-Store,WARE-NMK1003,7/1/2020,USD,12,18,149,44,7,0.05,968.02,1728.6
SO - 0005028,Online,WARE-XYS1001,8/1/2020,USD,17,40,40,39,3,0.08,3028,5132.2
SO - 0005029,Online,WARE-UHY1004,8/1/2020,USD,19,12,261,44,6,0.08,4439.29,5480.6
SO - 0005030,In-Store,WARE-PUJ1005,8/1/2020,USD,8,4,262,22,4,0.15,2688.04,3953
SO - 0005031,Wholesale,WARE-NMK1003,8/1/2020,USD,26,42,171,31,6,0.08,530.64,964.8
SO - 0005032,Online,WARE-NMK1003,8/1/2020,USD,20,33,131,19,4,0.08,1068.65,1943
SO - 0005033,Online,WARE-MKL1006,8/1/2020,USD,19,7,344,6,8,0.15,3075.23,3892.7
SO - 0005034,Online,WARE-NMK1003,8/1/2020,USD,12,12,138,16,3,0.08,4541.39,5822.3
SO - 0005035,In-Store,WARE-UHY1004,8/1/2020,USD,6,47,259,1,3,0.15,1299,1755.4
SO - 0005036,Wholesale,WARE-NBV1002,8/1/2020,USD,27,39,82,32,4,0.1,1439.29,3128.9
SO - 0005037,Distributor,WARE-PUJ1005,8/1/2020,USD,25,34,303,24,3,0.08,1553.19,2318.2
SO - 0005038,In-Store,WARE-NMK1003,9/1/2020,USD,11,13,183,42,5,0.1,1145.3,1735.3
SO - 0005039,Distributor,WARE-NBV1002,9/1/2020,USD,25,17,85,30,7,0.05,1551.72,3879.3
SO - 0005040,Online,WARE-NBV1002,9/1/2020,USD,17,26,76,18,8,0.05,1887.79,3932.9
SO - 0005041,In-Store,WARE-NMK1003,9/1/2020,USD,4,39,163,9,2,0.1,543.5,1045.2
SO - 0005042,In-Store,WARE-NBV1002,9/1/2020,USD,5,4,66,38,7,0.1,124.35,214.4
SO - 0005043,In-Store,WARE-PUJ1005,9/1/2020,USD,5,34,301,10,4,0.05,466.86,897.8
SO - 0005044,In-Store,WARE-PUJ1005,9/1/2020,USD,1,16,289,40,1,0.3,717.57,1139
SO - 0005045,In-Store,WARE-MKL1006,9/1/2020,USD,6,17,339,19,5,0.05,2348.02,5460.5
SO - 0005046,Wholesale,WARE-NMK1003,9/1/2020,USD,27,45,128,24,3,0.08,1841.76,2391.9
SO - 0005047,Distributor,WARE-PUJ1005,9/1/2020,USD,24,1,276,18,6,0.3,4557.34,5996.5
SO - 0005048,Wholesale,WARE-MKL1006,10/1/2020,USD,27,9,343,38,2,0.08,726.01,1728.6
SO - 0005049,Wholesale,WARE-MKL1006,10/1/2020,USD,25,13,330,16,4,0.15,2240.01,3343.3
SO - 0005050,In-Store,WARE-NMK1003,10/1/2020,USD,2,40,149,19,6,0.1,81.87,174.2
SO - 0005051,Online,WARE-PUJ1005,10/1/2020,USD,12,31,324,31,6,0.05,561.06,1058.6
SO - 0005052,Wholesale,WARE-PUJ1005,10/1/2020,USD,26,37,327,12,5,0.08,395.57,964.8
SO - 0005053,In-Store,WARE-NBV1002,10/1/2020,USD,5,39,81,18,1,0.05,2300.51,3966.4
SO - 0005054,In-Store,WARE-XYS1001,10/1/2020,USD,1,43,42,26,1,0.05,1895.83,2633.1
SO - 0005055,Online,WARE-MKL1006,10/1/2020,USD,13,40,360,36,7,0.05,819.48,1011.7
SO - 0005056,In-Store,WARE-NBV1002,10/1/2020,USD,8,15,63,30,8,0.05,2802.74,3892.7
SO - 0005057,Distributor,WARE-MKL1006,10/1/2020,USD,22,3,331,17,7,0.05,1636.41,3805.6
SO - 0005058,In-Store,WARE-PUJ1005,10/1/2020,USD,6,20,274,19,7,0.05,825.44,1031.8
SO - 0005059,In-Store,WARE-NMK1003,10/1/2020,USD,8,11,109,3,4,0.05,2618.83,6090.3
SO - 0005060,In-Store,WARE-PUJ1005,11/1/2020,USD,8,11,307,19,2,0.05,2102.06,3892.7
SO - 0005061,Wholesale,WARE-NMK1003,11/1/2020,USD,27,2,120,14,1,0.1,1070.93,2231.1
SO - 0005062,In-Store,WARE-NMK1003,11/1/2020,USD,11,23,172,46,6,0.15,3320.52,3953
SO - 0005063,Online,WARE-NMK1003,11/1/2020,USD,20,13,145,18,1,0.08,726.41,931.3
SO - 0005064,In-Store,WARE-XYS1001,11/1/2020,USD,6,31,2,31,4,0.3,1365.73,2626.4
SO - 0005065,Online,WARE-UHY1004,11/1/2020,USD,15,23,256,14,6,0.15,1294.91,1681.7
SO - 0005066,Distributor,WARE-MKL1006,11/1/2020,USD,22,31,361,5,2,0.2,987.71,1266.3
SO - 0005067,Online,WARE-NBV1002,11/1/2020,USD,14,41,84,47,5,0.1,1879.75,3356.7
SO - 0005068,In-Store,WARE-UHY1004,11/1/2020,USD,6,11,228,3,6,0.1,767.42,1112.2
SO - 0005069,In-Store,WARE-PUJ1005,11/1/2020,USD,1,12,272,28,8,0.05,819.54,1862.6
SO - 0005070,In-Store,WARE-NMK1003,11/1/2020,USD,7,48,154,2,2,0.1,106.93,254.6
SO - 0005071,In-Store,WARE-NMK1003,11/1/2020,USD,11,7,174,45,1,0.2,2822.04,3919.5
SO - 0005072,Distributor,WARE-NMK1003,11/1/2020,USD,24,23,174,4,1,0.05,3024.65,3979.8
SO - 0005073,In-Store,WARE-UHY1004,12/1/2020,USD,10,49,243,2,6,0.15,1852.42,3859.2
SO - 0005074,Online,WARE-NMK1003,12/1/2020,USD,20,18,173,15,8,0.3,109.34,214.4
SO - 0005075,Wholesale,WARE-XYS1001,12/1/2020,USD,28,7,39,24,1,0.08,989.79,1252.9
SO - 0005076,Online,WARE-NMK1003,12/1/2020,USD,13,1,166,23,8,0.15,2367.85,4013.3
SO - 0005077,Online,WARE-NMK1003,12/1/2020,USD,14,47,128,34,8,0.08,645.08,1112.2
SO - 0005078,Distributor,WARE-PUJ1005,12/1/2020,USD,22,2,292,36,8,0.05,2662.85,3859.2
SO - 0005079,Online,WARE-NBV1002,12/1/2020,USD,17,40,83,46,5,0.1,3137.07,3825.7
SO - 0005080,In-Store,WARE-XYS1001,12/1/2020,USD,7,12,26,47,7,0.1,173.66,241.2
SO - 0005081,Online,WARE-PUJ1005,12/1/2020,USD,13,46,302,38,5,0.4,2467.48,3979.8
SO - 0005082,Wholesale,WARE-UHY1004,12/1/2020,USD,26,13,237,41,8,0.08,3197.51,3899.4
SO - 0005083,In-Store,WARE-XYS1001,12/1/2020,USD,7,42,49,30,3,0.05,1736.64,2412
SO - 0005084,In-Store,WARE-NBV1002,12/1/2020,USD,3,13,85,10,8,0.08,4289.41,5875.9
SO - 0005085,Online,WARE-MKL1006,12/1/2020,USD,19,38,343,36,1,0.3,3122.87,5293
SO - 0005243,Online,WARE-UHY1004,1/2/2020,USD,19,25,217,32,5,0.05,1922.9,3845.8
SO - 0005244,Wholesale,WARE-XYS1001,1/2/2020,USD,26,43,18,16,3,0.05,737.34,1038.5
SO - 0005245,In-Store,WARE-MKL1006,1/2/2020,USD,1,10,338,37,8,0.2,93.8,234.5
SO - 0005246,Distributor,WARE-NMK1003,1/2/2020,USD,22,15,187,14,5,0.05,443.21,904.5
SO - 0005247,In-Store,WARE-NMK1003,1/2/2020,USD,10,17,112,31,3,0.08,1019.87,1728.6
SO - 0005248,In-Store,WARE-UHY1004,1/2/2020,USD,7,6,245,23,4,0.05,312.35,743.7
SO - 0005249,In-Store,WARE-XYS1001,2/2/2020,USD,1,15,9,9,8,0.2,632.08,1192.6
SO - 0005250,In-Store,WARE-UHY1004,2/2/2020,USD,5,28,206,37,3,0.08,1392.93,2211
SO - 0005251,In-Store,WARE-NMK1003,2/2/2020,USD,3,1,110,13,7,0.1,502.5,837.5
SO - 0005252,In-Store,WARE-NMK1003,2/2/2020,USD,11,45,178,35,7,0.05,1603.71,2505.8
SO - 0005253,Wholesale,WARE-NMK1003,2/2/2020,USD,27,33,156,19,1,0.1,114.64,194.3
SO - 0005254,Online,WARE-XYS1001,2/2/2020,USD,16,35,16,24,3,0.08,1181.88,1969.8
SO - 0005255,Online,WARE-XYS1001,2/2/2020,USD,17,13,21,15,2,0.08,1485.79,1929.6
SO - 0005256,In-Store,WARE-PUJ1005,2/2/2020,USD,3,21,315,11,2,0.1,95.54,207.7
SO - 0005257,In-Store,WARE-UHY1004,2/2/2020,USD,10,33,229,16,7,0.08,3046.76,3906.1
SO - 0005258,Wholesale,WARE-PUJ1005,2/2/2020,USD,27,14,281,34,3,0.4,3025.85,3879.3
SO - 0005259,In-Store,WARE-NBV1002,2/2/2020,USD,4,48,76,38,8,0.05,1999.82,2438.8
SO - 0005260,Online,WARE-UHY1004,3/2/2020,USD,19,12,261,21,7,0.05,1070.66,2278
SO - 0005261,In-Store,WARE-NMK1003,3/2/2020,USD,7,33,143,41,5,0.08,4803.03,6237.7
SO - 0005262,Online,WARE-PUJ1005,3/2/2020,USD,20,7,262,42,4,0.05,4180.93,5098.7
SO - 0005263,Distributor,WARE-PUJ1005,3/2/2020,USD,25,10,311,13,1,0.08,1515.54,1943
SO - 0005264,Online,WARE-UHY1004,3/2/2020,USD,19,23,209,19,6,0.05,354.36,824.1
SO - 0005265,Distributor,WARE-PUJ1005,3/2/2020,USD,21,23,268,10,3,0.3,600.32,1072
SO - 0005266,In-Store,WARE-NBV1002,3/2/2020,USD,1,31,73,21,6,0.15,1904.48,2539.3
SO - 0005267,Online,WARE-XYS1001,3/2/2020,USD,16,21,45,10,3,0.08,1195.95,2345
SO - 0005268,Wholesale,WARE-PUJ1005,3/2/2020,USD,28,3,296,8,7,0.4,563.81,1025.1
SO - 0005269,Distributor,WARE-XYS1001,4/2/2020,USD,24,8,29,25,8,0.05,545.38,991.6
SO - 0005270,Online,WARE-NBV1002,4/2/2020,USD,18,8,85,42,4,0.08,1735.3,2345
SO - 0005271,In-Store,WARE-XYS1001,4/2/2020,USD,8,44,20,41,8,0.05,1276.35,1701.8
SO - 0005272,In-Store,WARE-NBV1002,4/2/2020,USD,11,27,63,22,5,0.2,123.68,174.2
SO - 0005273,In-Store,WARE-PUJ1005,4/2/2020,USD,8,17,275,42,7,0.15,868.05,1058.6
SO - 0005274,Distributor,WARE-NBV1002,4/2/2020,USD,21,3,64,6,4,0.05,2379.84,3966.4
SO - 0005275,Distributor,WARE-UHY1004,5/2/2020,USD,22,19,227,16,6,0.1,120.6,201
SO - 0005276,Distributor,WARE-NMK1003,5/2/2020,USD,22,43,203,36,8,0.1,1462.21,2358.4
SO - 0005277,Wholesale,WARE-UHY1004,5/2/2020,USD,28,9,237,17,6,0.15,3066.32,6257.8
SO - 0005278,In-Store,WARE-UHY1004,5/2/2020,USD,7,18,231,5,7,0.15,689.16,931.3
SO - 0005279,Online,WARE-XYS1001,5/2/2020,USD,18,9,27,31,1,0.05,750.4,1172.5
SO - 0005280,In-Store,WARE-MKL1006,6/2/2020,USD,8,26,362,14,4,0.1,1288.34,1922.9
SO - 0005281,Online,WARE-NBV1002,6/2/2020,USD,13,12,77,17,2,0.15,1098.8,2747
SO - 0005282,In-Store,WARE-UHY1004,6/2/2020,USD,5,15,212,24,6,0.08,2267.35,5272.9
SO - 0005283,In-Store,WARE-NMK1003,6/2/2020,USD,4,12,196,25,7,0.1,1640.83,2646.5
SO - 0005284,In-Store,WARE-MKL1006,6/2/2020,USD,5,50,342,33,2,0.1,1874.93,3906.1
SO - 0005285,Online,WARE-UHY1004,6/2/2020,USD,17,9,233,17,2,0.08,498.48,1038.5
SO - 0005286,In-Store,WARE-PUJ1005,6/2/2020,USD,10,35,284,45,5,0.08,486.82,1159.1
SO - 0005287,In-Store,WARE-PUJ1005,6/2/2020,USD,1,32,297,42,6,0.4,1167.14,2244.5
SO - 0005288,In-Store,WARE-PUJ1005,6/2/2020,USD,10,17,288,29,7,0.05,1418.06,1708.5
SO - 0005289,Online,WARE-NMK1003,7/2/2020,USD,20,43,109,38,1,0.15,830.8,1038.5
SO - 0005290,Online,WARE-NMK1003,7/2/2020,USD,13,38,138,14,4,0.2,2069.5,3832.4
SO - 0005291,Online,WARE-NMK1003,7/2/2020,USD,20,14,173,4,2,0.05,1379.93,1815.7
SO - 0005292,Online,WARE-UHY1004,7/2/2020,USD,20,5,233,31,8,0.08,753.55,1092.1
SO - 0005293,Distributor,WARE-NMK1003,7/2/2020,USD,22,35,177,8,5,0.1,540.29,1125.6
SO - 0005294,In-Store,WARE-PUJ1005,7/2/2020,USD,3,6,313,8,7,0.05,139.36,214.4
SO - 0005295,Online,WARE-NBV1002,8/2/2020,USD,15,44,69,1,6,0.15,2677.52,3477.3
SO - 0005296,In-Store,WARE-NMK1003,8/2/2020,USD,5,24,108,28,3,0.05,713.55,1005
SO - 0005297,Wholesale,WARE-NMK1003,8/2/2020,USD,26,9,120,17,8,0.08,1172.84,2606.3
SO - 0005298,In-Store,WARE-XYS1001,8/2/2020,USD,11,2,40,37,2,0.08,2068.96,2586.2
SO - 0005299,Online,WARE-NMK1003,8/2/2020,USD,16,8,110,35,2,0.2,4432.05,5909.4
SO - 0005300,Online,WARE-NMK1003,8/2/2020,USD,16,34,202,41,6,0.05,1862.06,3879.3
SO - 0005301,In-Store,WARE-XYS1001,9/2/2020,USD,9,39,7,21,1,0.1,175.67,254.6
SO - 0005302,Online,WARE-PUJ1005,9/2/2020,USD,16,1,326,6,5,0.08,1018.13,1755.4
SO - 0005303,Online,WARE-UHY1004,9/2/2020,USD,12,13,238,9,4,0.08,479.05,958.1
SO - 0005304,In-Store,WARE-UHY1004,9/2/2020,USD,7,27,255,11,3,0.1,419.15,911.2
SO - 0005305,Wholesale,WARE-NMK1003,9/2/2020,USD,28,46,95,20,3,0.1,446.89,971.5
SO - 0005306,Wholesale,WARE-NMK1003,9/2/2020,USD,26,24,148,10,2,0.15,216.41,254.6
SO - 0005307,In-Store,WARE-UHY1004,9/2/2020,USD,11,23,241,10,5,0.08,100.5,201
SO - 0005308,In-Store,WARE-NMK1003,9/2/2020,USD,8,26,101,35,2,0.05,130.65,167.5
SO - 0005309,In-Store,WARE-MKL1006,9/2/2020,USD,7,22,352,21,6,0.08,1653.69,3845.8
SO - 0005310,In-Store,WARE-NBV1002,9/2/2020,USD,5,39,84,29,3,0.4,722.8,1165.8
SO - 0005311,Distributor,WARE-UHY1004,10/2/2020,USD,24,9,239,37,1,0.1,526.22,1031.8
SO - 0005312,Online,WARE-XYS1001,10/2/2020,USD,18,36,45,45,2,0.15,650.91,971.5
SO - 0005313,In-Store,WARE-NBV1002,10/2/2020,USD,5,4,71,10,8,0.15,773.45,1045.2
SO - 0005314,Online,WARE-NMK1003,10/2/2020,USD,19,28,166,17,7,0.05,2170.8,2680
SO - 0005315,Wholesale,WARE-NMK1003,10/2/2020,USD,26,6,162,29,3,0.05,222.11,261.3
SO - 0005316,In-Store,WARE-UHY1004,10/2/2020,USD,2,16,223,17,4,0.05,4428.43,6150.6
SO - 0005317,In-Store,WARE-NMK1003,10/2/2020,USD,8,14,150,25,3,0.15,137.08,207.7
SO - 0005318,In-Store,WARE-XYS1001,10/2/2020,USD,8,9,19,2,5,0.05,445.01,1085.4
SO - 0005319,In-Store,WARE-NBV1002,10/2/2020,USD,9,38,59,40,7,0.08,4656.37,5969.7
SO - 0005320,Online,WARE-NBV1002,10/2/2020,USD,13,12,59,4,4,0.05,2509.15,3584.5
SO - 0005321,Distributor,WARE-PUJ1005,10/2/2020,USD,21,20,320,15,7,0.08,1414.1,2318.2
SO - 0005322,In-Store,WARE-NMK1003,10/2/2020,USD,9,26,198,2,5,0.2,1304.49,2371.8
SO - 0005323,Online,WARE-NMK1003,10/2/2020,USD,13,49,118,4,6,0.05,999.91,1922.9
SO - 0005324,Online,WARE-XYS1001,11/2/2020,USD,14,50,16,42,6,0.3,641.19,971.5
SO - 0005325,In-Store,WARE-NMK1003,11/2/2020,USD,10,44,136,29,6,0.3,633.95,1112.2
SO - 0005326,Online,WARE-PUJ1005,11/2/2020,USD,18,49,316,10,7,0.15,771.04,917.9
SO - 0005327,In-Store,WARE-NBV1002,11/2/2020,USD,2,9,61,31,8,0.3,596.37,864.3
SO - 0005328,In-Store,WARE-NMK1003,11/2/2020,USD,9,46,129,16,2,0.05,868.32,1072
SO - 0005329,In-Store,WARE-NBV1002,11/2/2020,USD,11,46,63,6,1,0.1,949.93,1862.6
SO - 0005330,In-Store,WARE-NMK1003,11/2/2020,USD,7,39,191,27,1,0.08,1695.1,3852.5
SO - 0005331,Online,WARE-NBV1002,11/2/2020,USD,13,15,84,8,3,0.05,560.92,1078.7
SO - 0005332,Distributor,WARE-NMK1003,12/2/2020,USD,23,20,106,9,1,0.4,1860.99,3323.2
SO - 0005333,In-Store,WARE-NBV1002,12/2/2020,USD,3,15,84,33,7,0.2,1154.54,2405.3
